Timestamp,"What is your major? (Double majors please pick your ""primary"" major.)",Which of the following do you prefer?,Have you taken a probability and statistics course before?,Which of the following best describes your current feeling about EK381?,What is your preferred caffeine source?,At what age did you get your first smartphone?,"How many countries have you visited? (Please provide your answer as a number, not a list of countries.)","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Loved it! ]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Liked it.]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Just OK.]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Didn't like it.]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Hated it!]","Rate the following movies. (A bit of a random mix, but hopefully you've heard of most of them.) [Never seen it.]",Optional: What was an aspect of a previous course that really helped you succeed?,How would you rate your understanding of Python programming?,Optional: Any suggestions for how we can make this a good semester?
9/3/2024 16:59:41,CE,Pen-and-paper math,Yes,Just want to get through the semester.,I don't drink caffeinated drinks.,13,13,"Avengers: Endgame, Deadpool and Wolverine, Back to the Future, Knives Out, Mad Max: Fury Road, Oppenheimer, Star Wars: A New Hope","Die Hard, Dune, Jurassic Park, Spider-Man: Into the Spiderverse",Barbie,,,"Booksmart, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Lady Bird, My Neighbor Totoro, Poor Things, The Matrix, To All The Boys I've Loved",,Beginner,
9/3/2024 17:08:39,ME,Pen-and-paper math,Yes,Excited to learn about machine learning and data analysis.,Energy Drink,13,5,"Deadpool and Wolverine, Interstellar, Oppenheimer, Spider-Man: Into the Spiderverse","Barbie, Die Hard, Encanto, Inside Out 2, Jurassic Park, Knives Out, Star Wars: A New Hope",Avengers: Endgame,,,"Booksmart, Dune, Everything Everywhere All at Once, Get Out, Back to the Future, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, The Matrix, To All The Boys I've Loved",,Beginner,
9/3/2024 21:04:35,BME,"Collecting data (in a ""wet lab"" or other setting)",Yes,Excited to learn about machine learning and data analysis.,Coffee,13,11,"Avengers: Endgame, Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Everything Everywhere All at Once",,Encanto,,,,,Beginner,
9/3/2024 21:25:17,CE,Pen-and-paper math,No,Hoping to get a good grade.,Tea,13,3,,Avengers: Endgame,,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",,Competent,
9/3/2024 21:32:33,ME,Writing reports and making presentations,No,Excited to learn foundational probability/statistics concepts.,Coffee,12,8,"Barbie, Everything Everywhere All at Once",,Encanto,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune",Fair Tests,Beginner,
9/3/2024 21:57:06,BME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Energy Drink,14,1,Knives Out,"Avengers: Endgame, Booksmart, Dune, Encanto, Get Out, Inside Out 2, Interstellar, To All The Boys I've Loved",Barbie,,,"Deadpool and Wolverine, Die Hard, Everything Everywhere All at Once, Jurassic Park, Back to the Future, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix",,Beginner,
9/3/2024 22:38:42,CE,"Collecting data (in a ""wet lab"" or other setting)",No,Just want to get through the semester.,I don't drink caffeinated drinks.,14,3,My Neighbor Totoro,Jurassic Park,,,,"Avengers: Endgame, Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Back to the Future, Knives Out, Lady Bird, Oppenheimer, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix, To All The Boys I've Loved",,Beginner,
9/4/2024 10:40:28,CE,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Coffee,15,9,"Barbie, Jurassic Park, Back to the Future","Avengers: Endgame, Knives Out, To All The Boys I've Loved",Oppenheimer,,,"Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Interstellar, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix",,I have never used Python.,
9/4/2024 12:19:43,BME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Coffee,12,3,Avengers: Endgame,,,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",,Beginner,
9/4/2024 14:10:56,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Excited to learn foundational probability/statistics concepts.,Coffee,13,13,Barbie,,,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",,Beginner,
9/4/2024 15:51:20,ME,"Collecting data (in a ""wet lab"" or other setting)",No,Just want to get through the semester.,I don't drink caffeinated drinks.,13,3,,,Avengers: Endgame,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",exam review sheets ,Beginner,
9/4/2024 15:59:53,EE,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,Coffee,16,10,Avengers: Endgame,Everything Everywhere All at Once,"Die Hard, Encanto",,Dune,"Barbie, Booksmart, Deadpool and Wolverine",Solving practice problems and old exams in class,I have never used Python.,
9/4/2024 22:22:06,CE,Writing reports and making presentations,No,Excited to learn about machine learning and data analysis.,Energy Drink,11,0,"Booksmart, Everything Everywhere All at Once",,Avengers: Endgame,,,"Barbie, Deadpool and Wolverine, Die Hard, Dune, Encanto",Professor support,Competent,
9/5/2024 7:57:36,BME,"Collecting data (in a ""wet lab"" or other setting)",Yes,Hoping to get a good grade.,Energy Drink,13,15,"Avengers: Endgame, Deadpool and Wolverine, Dune, Everything Everywhere All at Once, Get Out, Interstellar, Knives Out, Spider-Man: Into the Spiderverse","Inside Out 2, Jurassic Park, Back to the Future, Oppenheimer, Star Wars: A New Hope","Barbie, Lady Bird, To All The Boys I've Loved",,,"Booksmart, Die Hard, Encanto, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, The Matrix",,Competent,
9/5/2024 9:12:13,CE,Pen-and-paper math,No,Excited to learn about machine learning and data analysis.,Energy Drink,11,6,"Avengers: Endgame, Everything Everywhere All at Once, Interstellar, Jurassic Park, Knives Out, Spider-Man: Into the Spiderverse, Star Wars: A New Hope, The Matrix, To All The Boys I've Loved",Encanto,,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Get Out, Inside Out 2, Back to the Future, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Oppenheimer, Poor Things",,Beginner,
9/5/2024 9:46:37,EE,Writing reports and making presentations,Yes,Excited to learn about machine learning and data analysis.,Energy Drink,14,1,"Avengers: Endgame, Interstellar, Mad Max: Fury Road, My Neighbor Totoro, Spider-Man: Into the Spiderverse, Star Wars: A New Hope","Barbie, Die Hard, Dune, Back to the Future, Oppenheimer","Knives Out, The Matrix",To All The Boys I've Loved,,"Booksmart, Deadpool and Wolverine, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Jurassic Park, Lady Bird, Poor Things",,I have never used Python.,
9/5/2024 11:08:16,ME,Pen-and-paper math,No,Excited to learn foundational probability/statistics concepts.,I don't drink caffeinated drinks.,13,2,,"Avengers: Endgame, Dune",,,,"Barbie, Booksmart, Deadpool and Wolverine, Die Hard, Encanto, Everything Everywhere All at Once",,Beginner,
9/5/2024 14:35:01,EE,Programming algorithms,No,Hoping to get a good grade.,Tea,14,15,"Deadpool and Wolverine, Interstellar, Oppenheimer, Star Wars: A New Hope, The Matrix","Avengers: Endgame, Jurassic Park, Spider-Man: Into the Spiderverse",,,,"Barbie, Booksmart, Die Hard, Dune, Encanto, Everything Everywhere All at Once, Get Out, Inside Out 2, Back to the Future, Knives Out, Lady Bird, Mad Max: Fury Road, My Neighbor Totoro, Poor Things, To All The Boys I've Loved",It was very easy,Competent,
9/6/2024 7:36:16,BME,"Collecting data (in a ""wet lab"" or other setting)",Yes,Hoping to get a good grade.,I don't drink caffeinated drinks.,13,2,,Barbie,,,,"Avengers: Endgame, Booksmart, Deadpool and Wolverine, Die Hard, Dune, Encanto, Everything Everywhere All at Once",recorded lectures,Beginner,
9/6/2024 15:20:20,BME,"Collecting data (in a ""wet lab"" or other setting)",No,Hoping to get a good grade.,Coffee,11,15,"Avengers: Endgame, Barbie, Encanto",Die Hard,Dune,,,"Booksmart, Deadpool and Wolverine, Everything Everywhere All at Once",,Beginner,
9/6/2024 15:57:18,ME,Pen-and-paper math,Yes,Excited to learn about machine learning and data analysis.,Tea,11,8,"Avengers: Endgame, Encanto","Barbie, Dune",,,,"Booksmart, Deadpool and Wolverine, Die Hard, Everything Everywhere All at Once",Lecture problem solving ,Beginner,
